condition,band_idx,r_min,logit_drop
clean,0,0.0,0.54443455
clean,0,0.0,0.81484556
clean,0,0.0,0.64021754
clean,0,0.0,0.46788955
clean,0,0.0,0.048722982
clean,0,0.0,-0.08263159
clean,0,0.0,0.71128356
clean,0,0.0,0.34791183
clean,0,0.0,0.05716896
clean,0,0.0,1.8677273
clean,0,0.0,0.32421836
clean,0,0.0,0.077851295
clean,0,0.0,0.47924137
clean,0,0.0,0.3830546
clean,0,0.0,0.21981263
clean,0,0.0,0.1182487
clean,0,0.0,0.3975954
clean,0,0.0,0.29689646
clean,0,0.0,1.7871258
clean,0,0.0,0.5152302
clean,0,0.0,0.72290707
clean,0,0.0,0.6685133
clean,0,0.0,0.4064355
clean,0,0.0,0.4978068
clean,0,0.0,0.0858531
clean,0,0.0,0.36456
clean,0,0.0,0.42554617
clean,0,0.0,0.18573475
clean,0,0.0,0.83526015
clean,0,0.0,0.61631536
clean,0,0.0,0.15184689
clean,0,0.0,0.31226254
clean,0,0.0,0.57857704
clean,0,0.0,-0.4276806
clean,0,0.0,0.30275822
clean,0,0.0,0.32295418
clean,0,0.0,0.5804856
clean,0,0.0,0.05935526
clean,0,0.0,1.3199456
clean,0,0.0,0.513134
clean,0,0.0,0.38895893
clean,0,0.0,0.6846614
clean,0,0.0,1.2888322
clean,0,0.0,-0.7053783
clean,0,0.0,0.5431423
clean,0,0.0,-0.40644526
clean,0,0.0,0.3586607
clean,0,0.0,0.30716705
clean,0,0.0,0.43004322
clean,0,0.0,1.0099943
clean,0,0.0,0.023821354
clean,0,0.0,0.59659433
clean,0,0.0,0.48802185
clean,0,0.0,0.36223507
clean,0,0.0,-0.13027191
clean,0,0.0,0.82401896
clean,0,0.0,1.7948866
clean,0,0.0,0.41233158
clean,0,0.0,1.2419534
clean,0,0.0,0.7744696
clean,0,0.0,0.33363512
clean,0,0.0,0.15567064
clean,0,0.0,0.06742096
clean,0,0.0,0.56567144
clean,0,0.0,0.17177582
clean,0,0.0,1.0945573
clean,1,0.2828,0.19210434
clean,1,0.2828,0.35049963
clean,1,0.2828,0.007056713
