condition,band_idx,r_min,logit_drop
clean,0,0.0,0.5042696
clean,0,0.0,0.6695814
clean,0,0.0,0.43947935
clean,0,0.0,0.60058546
clean,0,0.0,0.08652687
clean,0,0.0,0.3039136
clean,0,0.0,0.36955357
clean,0,0.0,0.6802809
clean,0,0.0,0.9398596
clean,0,0.0,1.3064766
clean,0,0.0,0.87572765
clean,0,0.0,1.0408244
clean,0,0.0,0.6707101
clean,0,0.0,0.75229526
clean,0,0.0,0.49098074
clean,0,0.0,-0.3724041
clean,0,0.0,0.537199
clean,0,0.0,0.6278353
clean,0,0.0,-0.42774785
clean,0,0.0,0.36999512
clean,0,0.0,0.43506527
clean,0,0.0,0.53658867
clean,0,0.0,-0.05820346
clean,0,0.0,0.6452799
clean,0,0.0,0.45702267
clean,0,0.0,0.16245818
clean,0,0.0,1.8704567
clean,0,0.0,-0.27370548
clean,0,0.0,-0.14846087
clean,0,0.0,0.72109747
clean,0,0.0,0.8970034
clean,0,0.0,0.10796046
clean,0,0.0,1.1723634
clean,0,0.0,0.45520306
clean,0,0.0,1.2374012
clean,0,0.0,1.2792675
clean,0,0.0,1.4381588
clean,0,0.0,0.015113592
clean,0,0.0,0.6573076
clean,0,0.0,0.9052062
clean,0,0.0,1.2039971
clean,0,0.0,0.09959555
clean,0,0.0,1.0674903
clean,0,0.0,0.39992
clean,0,0.0,0.15961742
clean,0,0.0,1.3084404
clean,1,0.2828,0.11816931
clean,1,0.2828,0.06133318
clean,1,0.2828,0.10507822
clean,1,0.2828,0.0020985603
